,artist_id,msd_id,shs_id,title,work_id,dzr_id
23,AROURUF1187FB532C9,TRONECC128F423F631,149508.0,The Logical Song,,10854134
24,AROZ9WA1187B995DF9,TRAGDSY128F9339015,34544.0,The Logical Song,,13335825
25,ARCDTNQ1250940F870,TRHWMGV128F92DB31D,93031.0,The Logical Song,,15848442
26,AR4HL8H1187FB493DD,TRTZNQG128F1499624,6001.0,The Logical Song,,81930446
27,ARZ3KE21187B9AC887,TRGPZLK128F4244C41,135298.0,The Logical Song,,90542843
28,ARRZ9UW1187B9AFA1D,TRNELUP128F1481553,-1.0,The Logical Song,,7087546
29,AROCZUC1187B9AD05B,TRLNTHS128F92F0EF5,28154.0,Pouring Water On A Drowning Man,,2549987
30,ARTXQMG1187FB44701,TRPBXYD128F93054E8,28153.0,Pouring Water On A Drowning Man,,63154288
31,AR3KF8P1187B997E01,TRWKZAK128F1495D8B,126021.0,Pouring Water On A Drowning Man,,3928467
32,AR198711187B9AD09F,TRJBKRC128F92F81DB,105460.0,Go Now,,75814730
33,AR00RAE1187FB41114,TRWSMOY128E078E684,43930.0,Go Now,,6815674
34,AR4TPZ21187FB4C5CB,TRSXUUM128F4288C90,87339.0,Go Now,,628784
35,AR2C54R1187B993B4C,TREEXXZ128F422B94B,24223.0,Sweet Child O' Mine,,104621836
36,ARM7EDF1187B9B3FA1,TRCFOUA128E07842AC,24222.0,Sweet Child O' Mine,,2171464
37,ARGR4QF1187B99350A,TRAXUYH128F4236A4A,53439.0,Sweet Child O' Mine,,12191401
38,ARDNY8K1187FB4CC9E,TRJYWMK128F935A628,-1.0,Sweet Child O' Mine,,4721719
39,AR2F1JC1187FB4EFB0,TRIFQSR128F423EC90,-1.0,Sweet Child O' Mine,,939670
40,ARY1ROO1187FB4DDC5,TRAOYLB128E0784C47,60749.0,Sea Of Love,,5624313
41,ARROAQE1187B9909CF,TRRQFCW128F92E0F59,90034.0,Sea Of Love,,7274248
42,ARERLPG1187FB3BB39,TRRQGWG12903D06C3F,80534.0,Sea Of Love,,3672627
43,AR91NIO1187FB4D732,TREAOEF128F423AAFE,4613.0,Sea Of Love,,105281106
44,ARAZTVY1187B98FC27,TRYTUPL128F933D611,-1.0,Sea Of Love,,1168840
45,ARWENA51187B9A6A3E,TRFDBUS128F4271916,47168.0,Hark! The Herald Angels Sing,,2649512
46,ARZ9HDR1187B99736C,TRNSSDQ128F42BAF2F,47446.0,Hark! The Herald Angels Sing,,131746242
47,ARANS3K1187B9B4FEA,TRNKERK128F9300ACB,86674.0,Hark! The Herald Angels Sing,,3966226
48,ARXJJSN1187B98CB37,TRFMJLM12903CAF4FB,46767.0,Hark! The Herald Angels Sing,,3392451
49,AR7BGWD1187FB59CCB,TRQXJHX128F92F146B,107973.0,Hark! The Herald Angels Sing,,2552097
50,AR633SY1187B9AC3B9,TRPHYQU128F93226FE,87763.0,Hark! The Herald Angels Sing,,3051209
51,ARJ47041187B98E500,TRWMLJL128F4228920,150776.0,Hark! The Herald Angels Sing,,985201
52,ARD9UVF1187B9B17FE,TRFZCHF128F92EF59C,48390.0,Hark! The Herald Angels Sing,,573475
53,ARKSZW81187B9B695D,TRYFMYN128F426708C,43758.0,Hark! The Herald Angels Sing,,62710449
54,AR35K8C1187B98F4AF,TRKFUHZ128F425BADD,20078.0,I Feel The Earth Move,,13175628
55,AR1OBVS1187B9B0A97,TRFYGQY128F426A3DC,45322.0,I Feel The Earth Move,,1066835
56,ARLPOTR1187B9AD78D,TRLNKJZ12903CDAEC3,20064.0,I Feel The Earth Move,,18173064
57,ARML8X41187B990644,TRLSPJD128F92FA9CD,96341.0,Christine,,131209960
58,ARWDRZU11F50C49720,TRLFFKS12903CDCE67,72163.0,Christine,,1107594
59,ARXCYWR1271F574481,TRBDGTT128F1496F72,-1.0,Christine,,1107594
60,ARSFARZ1187FB3C60F,TRFGJFD128F4269C4D,42839.0,Jesus Christ,,947931
61,ARSX6IX1187B9B640C,TRETBWD12903CD7357,42838.0,Jesus Christ,,125379674
62,ARL1G0L1187FB4066D,TRVTMLQ128F93279A5,-1.0,Jesus Christ,,30549721
63,ARMNWUT1187FB3D8F9,TRKWDGP128F934DC10,89390.0,Wheel of Fortune,,84926445
64,ARQFFTK1187FB4C7E1,TRUUDDE128F92EFB7C,100908.0,Wheel of Fortune,,3015817
65,AROCSHI1187FB3DF5A,TRGAVHA12903CE926D,89392.0,Wheel of Fortune,,13276941
66,ARTO3L81187B9ACA8C,TRLCQRI128F92F5EE4,55397.0,Calling You,,120730030
67,ARYFH2E1187FB4963E,TRJUTXV128F42A2951,40337.0,Calling You,,1103968
68,AREMOC71187B996C2F,TRKCVAS128F92F19B6,59052.0,Calling You,,84968725
69,AR5GMAV1187FB3A8F5,TRORHCN128E0785FA5,51150.0,Crying In The Chapel,,2516984
70,ARFFQCQ1187B988D82,TRQZLRA128F1484CFB,81614.0,Crying In The Chapel,,76783577
71,AR9JSH21187FB4C028,TRTWBKF12903CD96B6,50948.0,Crying In The Chapel,,4086224
72,AR1UBH11187FB3643A,TRLCZNQ128F145BB64,63799.0,Crying In The Chapel,,3166571
73,AR358YS1187FB44A29,TRZJQVL128F92F0834,106775.0,Crying In The Chapel,,7675109
74,AR6TD9K1187B9A207D,TRVPEPD128F931D608,81924.0,Crying In The Chapel,,72569473
75,ARARUSD1187B9A5050,TRHWDDB12903CEB791,119636.0,Crying In The Chapel,,3417813
76,ARQ2FVV1187FB4141A,TRWYGUN128F4294892,4666.0,Season Of The Witch (2004 Digital Remaster),,3255268
77,ARZZXT51187FB4627E,TRFWDCI128E0791BE1,39091.0,Season Of The Witch (2004 Digital Remaster),,2434304
78,AR6M65W1187FB3611E,TRWYZXB128F145D7FA,4665.0,Season Of The Witch (2004 Digital Remaster),,537540
79,ARU2GS01187FB39974,TRCAMQK128F1485B01,46609.0,Suzanne,,1575788
80,AR8AYDW1187FB4BA8F,TRHCGWR128F9324534,77125.0,Suzanne,,3436514
81,ARAYMO31187FB467AB,TRTRSMY128F1466FFA,113543.0,Suzanne,,3438247
82,AR2UWUD1187B9B3B01,TRBLXAV128F92C2AD9,24880.0,Suzanne,,632040
83,ARTQ8QP1187FB3D220,TRMMCZF128F9339016,28912.0,Suzanne,,830880
84,ARMG9NK1187B99155A,TRIOFRQ128F427E0F1,99896.0,Suzanne,,122931316
85,ARM900S1187FB5A3F7,TRHAZEF12903CCB953,103371.0,Suzanne,,134770160
86,ARNHJ771187B9AAA5A,TRIZUPE128F4291EBD,132140.0,Suzanne,,58557541
87,AR8X2981187B98FAAE,TRIMFJB128F4255E0E,-1.0,Suzanne,,1465891
88,AR7FZ7W1187B9A5D13,TRVQYOZ128F14A2D28,91382.0,Creepin',,119381592
89,ARZPDAD1187B98D940,TRMJAKZ12903CEA204,76043.0,Creepin',,67870135
90,ARD5VN51187B9B8D29,TRFPAPF128F42AC265,43021.0,Creepin',,573820
91,ARFOMBD1187FB4CD21,TRDXQBF128F92D95F8,43389.0,Creepin',,2281632
92,AR642CN1187FB3B3C6,TRCVTFI128F4288FAB,93047.0,Creepin',,544119
93,ARIC3EM1187B9A3712,TRISAWT12903CAEB12,50424.0,Creepin',,11095748
94,ARJBWQI1187B9B17D1,TRPLRHD128F92CE226,78760.0,Iron Maiden,,2164641
95,ARHTAPO1187FB5AADE,TRIFDSD128F1474E83,2247.0,Iron Maiden,,3155415
96,ARM9RJ51187B9B10DA,TROSGHV128F4257D4D,149811.0,Iron Maiden,,1386789
97,ARJUNZD1187B9A5DAE,TREKLYZ128F92F6074,83909.0,I've Grown Accustomed To Her Face,,14997043
98,ARKETDZ1187B9B2566,TRCZIQW12903CD923F,83917.0,I've Grown Accustomed To Her Face,,138187499
99,ARIFGKC1187B9B04D5,TRJCBGS128F14689B3,84025.0,I've Grown Accustomed To Her Face,,126920551
100,ARAFPO71187B9BA100,TRVICVE128F933BA79,98365.0,I've Grown Accustomed To Her Face,,2499738
101,AR9VTPV1187FB4D2AF,TRKMIRZ128F92FC65F,93621.0,The Dark End Of The Street,,858986
102,ARMRP5A1187B9A73F1,TRMPUOZ128F422ADAD,71551.0,The Dark End Of The Street,,1543602
103,ARTXQMG1187FB44701,TRMNQGE128F9303A3C,2762.0,The Dark End Of The Street,,3961024
104,AROJ4691187FB3EC1C,TRYQJKZ128E0784A04,-1.0,The Dark End Of The Street,,1582208
105,ARAEDZO12131B4B54D,TRCZFUA12903CF80C9,21233.0,You Spin Me Round (Like A Record),,958021
106,ARTM7BI1187B98AD9A,TRRDHGP128F426557F,21234.0,You Spin Me Round (Like A Record),,626144
107,ARF7QRV1187B99C749,TRQYALS128F4271349,82701.0,You Spin Me Round (Like A Record),,4441792
108,ARIJPXL1187B9AB43A,TRWLMUM128F427BEFD,-1.0,You Spin Me Round (Like A Record),,958021
109,AR6G3T11187FB4377A,TROEYJW128F428AB68,132386.0,Milestones,,926900
110,ARY29Z81187B9B38FB,TRYOABR128F1495B40,54291.0,Milestones,,2447429
111,AR00AP71187B99635F,TRQOOFO128F93245C8,40112.0,Milestones,,3591603
112,ARBZX3K1187FB3F5FC,TREQCUX128F1459CE5,81004.0,All By Myself (Album Version),,1125102
113,ARFWL8S1187B9B4B44,TRBPNPN128F92EC5F5,739.0,All By Myself (Album Version),,12711428
114,ARXZIHJ1187B9A4ED9,TRECJKD128F42774E0,74815.0,All By Myself (Album Version),,2452187
115,AR8LA5Y1187B98D9E2,TRWWNHH128F425628A,98140.0,All By Myself (Album Version),,1547852
116,ARM7CYZ1187B9B8DC5,TRHMXVQ128F92F37E1,731.0,All By Myself (Album Version),,70009185
117,ARFEZRN1187FB3E182,TRBULYV128F9320619,746.0,All By Myself (Album Version),,2652115
118,ARPVCLJ1187B9AC403,TREREBE128E078EB58,403.0,Don't Speak (Album Version),,1176787
119,AR0U2WK1187B9B3D94,TRVVLWJ128EF343393,77706.0,Don't Speak (Album Version),,1571900
120,AR3MVZ31187FB573C4,TRPQGHL128F933A453,35089.0,Don't Speak (Album Version),,14897225
121,AROQS6O1187FB3D146,TRCKVSV128F92F34F7,116176.0,Love Is Here To Stay,,927371
122,ARLPFWM1187FB4CCCB,TRRHWLN128F14A3095,88978.0,Love Is Here To Stay,,115372478
123,ARAOOCU1187FB3F3D8,TRPKYYS128F146412E,135670.0,Love Is Here To Stay,,3499544
124,ARLO2801187FB3CBF5,TROUHQL128F421EB83,146238.0,Love Is Here To Stay,,954351
125,ARGTB581187B988D42,TRIASBZ128F428D594,83090.0,Love Is Here To Stay,,10707521
126,ARHAS6X1187B9901C6,TRTZISD128F14883B6,43982.0,Love Is Here To Stay,,1169728
127,ARXOB9P1187B99101A,TRGOPZB128F42634D8,39176.0,Love Is Here To Stay,,624238
128,ARWQEZJ1187FB3ADA9,TRNUJFN128F42785C9,39120.0,A Kiss To Build A Dream On,,15178851
129,AR4JY8V1187B98A62F,TRPHZVM128F930C859,71400.0,A Kiss To Build A Dream On,,65994321
130,ARXOB9P1187B99101A,TRIVGUV12903CC44F6,39137.0,A Kiss To Build A Dream On,,5615729
131,ARMHDEZ1187FB43997,TROPBOX128F4267FA8,19578.0,Shining Star,,1069622
132,ARR9XGB1187B9912E6,TRPMHHP128F933DB50,109961.0,Shining Star,,86504259
133,ARCLFWR1187B9AE7B2,TRZYBVJ128E0782DB1,19579.0,Shining Star,,130197160
134,ARNYFVH1187B9B6A9E,TRHLTRO128F92EA51A,32322.0,New York State Of Mind,,2168805
135,AR14LJF1187FB38AD6,TRWRNUH128F92D1663,143123.0,New York State Of Mind,,2202441
136,ARQAHR31187FB3FDD0,TRRDPUY128F1463693,65605.0,New York State Of Mind,,2276580
137,ARGJ1ZL1187FB3FC38,TRENGNK128F426199E,32323.0,New York State Of Mind,,1066895
138,AR66H0N1187B9AE91E,TRGXVLB12903CACED0,9162.0,Come Rain or Come Shine,,8238004
139,ARIXE8X1187B999C7B,TRGGVZU128EF35E2D1,95978.0,Come Rain or Come Shine,,129123268
140,AR2DMFV1187FB5CA95,TRIAYQI128F92D16D6,108272.0,Come Rain or Come Shine,,2202371
141,ARQ6PLP1187FB468E3,TRBWXTR128F424B838,74831.0,Come Rain or Come Shine,,1844400
142,ARCN61O1187B9ABBE8,TRSOAAB128F1498895,45595.0,Come Rain or Come Shine,,2628421
143,ARE0WH81187B9A7BA3,TRZZBAC128F422B9A3,69968.0,Come Rain or Come Shine,,912951
144,ARQ4IRI1187FB5C278,TRWWGAS128F42B7471,41409.0,Come Rain or Come Shine,,17988848
145,ARTASUV1187B9A2B67,TRPYZOD128F427C1AE,-1.0,Come Rain or Come Shine,,134589867
146,ARNYS9L1187B98F1C2,TRKWHBP12903D01ACC,123876.0,Maniac,,108662298
147,ARV3DTN1187FB54D20,TRHFWNG128F424CD08,144843.0,Maniac,,289002
148,ARWLV931187B9B0F5A,TRETGSV12903CB02E6,16992.0,Maniac,,6151566
149,ARB7XY71187B9B9A4D,TRVWFCJ128F92F888D,16986.0,Maniac,,2282841
150,ARBQPXY1187B98D67B,TRKIXHW12903D16872,57556.0,Border Lord,,611840
151,AROFLA71187B9B23CE,TRGQEBB128F930F947,150910.0,Border Lord,,11296164
152,ARZ2DW21187B98CA06,TRZATGD128F9310B7E,130276.0,Border Lord,,11147352
153,ARHLSMN1187B98D8D7,TRFDMMV12903CAAF02,92045.0,Danny Boy,,132747610
154,AR0X3JJ1187FB3A9A7,TRACDCZ128F4285AE0,26510.0,Danny Boy,,92982844
155,ARL7YU61187B9B85D7,TRKQIDR128F92EB21A,117346.0,Danny Boy,,133528910
156,AR1UUWB1187B997F2F,TRIXCIF128F425CBDB,104816.0,Danny Boy,,3339593
157,ARTW2IX1187FB5C170,TRSSQBK128F92D4D6A,66546.0,Danny Boy,,97372668
158,AR77GI01187FB4D21A,TRHBVXP128F4279A66,25629.0,Danny Boy,,1069042
159,ARTJECM1187B9930BA,TRIQRUU128F931F86F,147564.0,Danny Boy,,129092648
160,AR0JEOI1187B98B918,TRPOIAE128F425C3D3,72183.0,Danny Boy,,94035064
161,ARHZFG61187FB3A9F3,TRPNDRN128F92E9D87,36193.0,Danny Boy,,6291882
162,AR0RD821187B9ADA65,TRRUNLW128F428E56D,56231.0,Danny Boy,,78402192
163,ARCN61O1187B9ABBE8,TREJLTZ128F1498899,45599.0,Danny Boy,,2628425
164,AR26X1C1187B9B0A1B,TRCDIVY128F424BD13,92057.0,Danny Boy,,11536055
165,ARNJ9LU1187B9A56A6,TRHORDD128F92EF815,112065.0,Panis Angelicus,,85894999
166,AR3TZ691187FB3DBB1,TRBLMGR128F4249FB2,111825.0,Panis Angelicus,,2602477
167,ARV481W1187FB38CD9,TRZVFIP128F92CFE4D,111780.0,Panis Angelicus,,6213511
168,ARK36B71187FB589D2,TRBDLVQ128F425EA52,111779.0,Panis Angelicus,,135947318
169,ARHTHC01187B9B6D2A,TRIMYGN128E0784D56,35790.0,Reflections,,1156742
170,AR8L6W21187B9AD317,TRMAXBO128F9309C45,35775.0,Reflections,,2440955
171,ARR5HEZ1187FB4EF51,TRSJOEM12903CD6CD6,-1.0,Reflections,,117865880
172,ARJ1W5M1187FB458F3,TRSGZGL128F42A8312,-1.0,Reflections,,606495
173,AR5YRCN1187B98E3C8,TRFFUJA128F428D857,28880.0,Let There Be Love,,602847
174,ARSZGJL1187B9933A6,TRYMTHF128F42B3D55,70252.0,Let There Be Love,,3419446
175,AR3TZ691187FB3DBB1,TRGWHFU128F14AA173,94069.0,Let There Be Love,,877368
176,ARCJT7I1187B99F56F,TRYTDVZ12903CB23B8,146632.0,Let There Be Love,,133974480
177,AREIN101187FB5A5FA,TRDHLQV128F930336C,-1.0,Let There Be Love,,138507491
178,AR0BGM11187B9B09BA,TRDPIXR128E0788EAF,135827.0,Rainy Days And Mondays,,12275989
179,AR58JT11187B9AF4CC,TRUPAFF128E0793731,23627.0,Rainy Days And Mondays,,1126575
180,ARGTQ221187B990917,TRNSTXF128F4284F70,46410.0,Rainy Days And Mondays,,10445558
181,AR10L4D1187FB43DB1,TRVPFZC128F9312D86,-1.0,Rainy Days And Mondays,,12165165
182,ARWD82K1187B98CFF2,TRDUVSS128E0793B3F,-1.0,Rainy Days And Mondays,,2320557
183,ARZPDAD1187B98D940,TRZTGIZ12903CEA285,139368.0,Evil Ways,,67870139
184,ARB054P1187B9AD32E,TRMWXCU128F932F633,28990.0,Evil Ways,,77879620
185,AROUOZZ1187B9ABE51,TRUNXNZ128F14A2DE9,-1.0,Evil Ways,,931580
186,ARNA0AZ1187B9AE478,TRKKAFN128F92D6BCD,106347.0,Blue Velvet,,4196921
187,AR69FR01187FB4D250,TRDDFFF128F93397D7,54000.0,Blue Velvet,,101474816
188,ARVTPMZ1187FB44AEB,TRFSAVM128F93291E8,53998.0,Blue Velvet,,595121
189,ARROAQE1187B9909CF,TRFCGKW128F92E0F57,90032.0,Blue Velvet,,7274246
190,AR4ZNBW1187FB554B8,TROYUMA128F931D238,-1.0,Blue Velvet,,13784684
191,ARGRDHI1187B9B93F0,TRKNYEY128F4266D71,32096.0,Death Letter,,131177308
192,ARZHZ8X1187B9A5C1B,TRATROO128F42544AB,32101.0,Death Letter,,64251550
193,ARGETJ81187B9B4F2F,TRDDNWC128F9311E1C,7637.0,Death Letter,,136911728
194,ARGETJ81187B9B4F2F,TRPMNOC128F426D66A,7638.0,Death Letter,,609876
195,ARWH7M01187FB3B02D,TRXNFHU128F934B6D6,94424.0,Sweet Leaf,,88911459
196,ARWZ9W91187B9B2B29,TRUXRZH128F92F703B,15278.0,Sweet Leaf,,76273065
197,AR8DTVF1187B9AA292,TROSEKY128F9304445,-1.0,Sweet Leaf,,1030485
198,ARRNO111187B9B3FC9,TRQOSDN128F42605E9,-1.0,Sweet Leaf,,555872
199,ARGETJ81187B9B4F2F,TRYAVAL128F930CA78,88335.0,Mississippi County Farm Blues,,92404008
200,ARE36MM1187B991E50,TRWQJRX128F933EC13,16212.0,Mississippi County Farm Blues,,75275055
201,AR93RTI1187B98ECFB,TRNOQUN128F4217663,94907.0,Mississippi County Farm Blues,,63427967
202,AR5U94U1187FB5CDCF,TRWTOPP128F92FA445,16213.0,Mississippi County Farm Blues,,3509843
203,ARN7OQ21187FB5A6B3,TRTTOLG128F42BCDD3,16215.0,Mississippi County Farm Blues,,525198
204,ARJACM31187FB3EFDF,TRRWBPJ128F423DF80,10457.0,Tramp,,137229556
205,ARZZXT51187FB4627E,TRZJEDS128E0791BE0,7061.0,Tramp,,2434302
206,ARLIBVA1187B99074B,TRLHCIT128F92F1679,121058.0,Tramp,,13186266
207,AR94SFV1187FB4DA2C,TROFTCN128F934E573,99485.0,So Alive,,6262446
208,ARV91AY1187FB52E52,TRPZYXC128F42383DA,99472.0,So Alive,,943946
209,ARKT7Q51187FB4C2B1,TRKQEQL128F92F6E8E,-1.0,So Alive,,75450481
210,ARS1PIB1187FB58AA6,TRFQSST128F4262F04,66729.0,Little Things,,15706389
211,ARD92TH1187FB57ACD,TRLULAQ128F4255858,66728.0,Little Things,,3582857
212,ARUKQ2W1187B995D58,TRXBTGK12903CD7CD1,66730.0,Little Things,,2211838
213,ARKQRVR1257509DAF9,TRZMBOL128F931CE58,105649.0,Don't Worry Baby,,9893211
214,AR2DGPY1187FB4CECF,TRIUCSZ128F1485121,20095.0,Don't Worry Baby,,3091969
215,ARQOST01187B9AC91A,TRIOPHF128F9302A57,100038.0,Don't Worry Baby,,2630796
216,ARYAP0O1187B9977E5,TRCKAPF128F4250F2F,42717.0,Don't Worry Baby,,1482377
217,ARGI5FG1187B9A1A70,TRLBEHJ128F428F46D,75384.0,The Best Is Yet To Come,,6984374
218,ARIHHV61187FB561F6,TRICDPF128F427DDF1,89960.0,The Best Is Yet To Come,,17184843
219,AREUZEN1187FB48155,TRCLMHJ128F931C408,113150.0,The Best Is Yet To Come,,11318131
220,AR4JY8V1187B98A62F,TRSOMKZ128F930C85C,71401.0,The Best Is Yet To Come,,65994322
221,ARZS76R1187FB41927,TRWOUIG128F92F9E09,59655.0,The Best Is Yet To Come,,71212058
222,AR4ZNBW1187FB554B8,TRWFSDD128F42B12FA,11827.0,The Best Is Yet To Come,,138127111
223,ARBM4TC1187FB5CE98,TRZVCTP128F92CD40E,81929.0,The Best Is Yet To Come,,13549425
224,AR8XIN91187FB3A048,TRZRZUO12903CAF163,66650.0,Blue Christmas,,136199228
225,ARGJTO11187FB39AC0,TRIYYUE128F933217E,47658.0,Blue Christmas,,72221582
226,AR8H87D1187FB3A841,TRTWYRC128F92EC30C,109019.0,Blue Christmas,,7088329
227,AR26HRX1187FB3620F,TROLGVC128F149A212,144091.0,Blue Christmas,,17419268
228,ARQFFTK1187FB4C7E1,TRWMGGO128F92EFB7B,84112.0,Blue Christmas,,3015816
229,ARYXGMM1187B9AC285,TRWBHCP128F145467C,64409.0,Blue Christmas,,674258
230,AR5HOKG1187FB3873E,TRUBZHL128F427E702,84126.0,Blue Christmas,,14833949
231,AR358YS1187FB44A29,TRFSOOQ12903CBA5C8,87563.0,Blue Christmas,,11056241
232,ARANS3K1187B9B4FEA,TRONHTN128F9300AC8,86672.0,Blue Christmas,,3966223
233,ARCZC791187B991DF4,TROALQA128F9330A66,47694.0,Blue Christmas,,137811577
234,ARULZ741187B9AD2EF,TRKKKJP128F426416E,-1.0,Blue Christmas,,577658
235,ARW5XFX1187B9AE42A,TRSBXIM128F14596C6,104430.0,59th Street Bridge Song (Feelin' Groovy),,3172604
236,ARIWB161187B9AA1D5,TRPOUCU128F427C122,20149.0,59th Street Bridge Song (Feelin' Groovy),,3731613
237,ARPAL0H1187B990A8E,TRYMIXT128F93289B6,105005.0,59th Street Bridge Song (Feelin' Groovy),,984623
238,ARVNZBY1187FB48A4E,TRKLFJT128F4255AA5,32264.0,I Understand (Just How You Feel),,2934737
239,AR2DGPY1187FB4CECF,TRLSEXJ128F427C3AA,57376.0,I Understand (Just How You Feel),,3253486
240,ARJ47041187B98E500,TRLOMEB128F4228922,150774.0,I Understand (Just How You Feel),,985204
241,ARHAS6X1187B9901C6,TRUWXIL128F14883B8,43984.0,Night And Day,,1169730
242,ARXOB9P1187B99101A,TRHZKQL128F149008A,35035.0,Night And Day,,3260923
243,ARYGO6R1187B9A7822,TRGDQRZ128F428D801,26867.0,Night And Day,,15641282
244,ARGTB581187B988D42,TRZTDMX128F428D580,83088.0,Night And Day,,10707513
245,ARSPVDV1187B996BCA,TRKQBXG128F148C7A4,51862.0,Night And Day,,1114322
246,ARODFDS1187FB57348,TRFPQGV128F14920E2,23106.0,Night And Day,,883818
247,ARQ6PLP1187FB468E3,TRZMYGG128F424B830,74823.0,Night And Day,,1844387
248,ARZO0421187FB5C01A,TRNHGRF128F146534C,35175.0,Stand By Your Man,,3088870
249,AR1JD6E1187FB5696C,TRCOEUY12903CD4185,11039.0,Stand By Your Man,,91261656
250,AR11YQ81187FB3C654,TRVUSDM128F4270483,63668.0,Stand By Your Man,,855112
251,ARM5JLS1187FB3615B,TRACLRS12903CE9386,-1.0,Stand By Your Man,,2166997
252,ARR1C0N1187FB372DF,TRGEHCL128F4259831,77292.0,To Here Knows When,,14639351
253,ARIGNCH1187B98E530,TRXRWGZ128F428D5DB,77293.0,To Here Knows When,,137556929
254,AR2VRQG1187B99B298,TRBQXWS128F9310EF9,121581.0,To Here Knows When,,72901988
255,ARGU86K1187B99F0C5,TRQWCTW128F423BB09,117523.0,Black Jack Davy,,4531137
256,ARI3BMM1187FB4255E,TRUHQVG128F424453A,117526.0,Black Jack Davy,,63406271
257,AR432KB1187FB36B81,TRLSDFR128F932ADB3,148631.0,Black Jack Davy,,96981894
258,AR9HQ6Y1187FB3C2CB,TRUWXDD12903CCD0BE,10701.0,Hey Jude,,101562544
259,AR1G3G71187B98FE83,TRIKEIZ128F4280E34,26937.0,Hey Jude,,3177920
260,ARKDRAY1187B98AFD5,TRZCMAA128F4280F5E,14206.0,Hey Jude,,3199802
261,AR9ZLJJ1187FB5BC16,TRDLSFN128F9326196,54202.0,Hey Jude,,4638943
262,ARXGNJV1187B9B8962,TRRMSGD128F425D56B,4981.0,Hey Jude,,892077
263,ARW2AMZ1187FB381AC,TRHJQZC128E07935B8,24879.0,Hey Jude,,134954736
264,ARYOGBC1187B9B87FA,TRDBCJM128F427C9A2,87036.0,The Winner Takes It All (From 'Mamma Mia'),,3092788
265,ART50HO1187FB4D0ED,TRAUZUP128F148BF4D,4006.0,The Winner Takes It All (From 'Mamma Mia'),,884035
266,ARJ8MZP1187B9AF422,TRFZCUH128F9341853,124201.0,The Winner Takes It All (From 'Mamma Mia'),,70142915
267,ARNJ9LU1187B9A56A6,TROXZXD128F92EB392,112038.0,The Winner Takes It All (From 'Mamma Mia'),,15609970
268,ARFLBW81187B9BA106,TRBPQUG128F428A645,78329.0,The Winner Takes It All (From 'Mamma Mia'),,1579003
269,ARZ3KE21187B9AC887,TRPSTOY128F4244C64,124202.0,The Winner Takes It All (From 'Mamma Mia'),,90597617
270,AR6681Y1187FB39B02,TRXLBEX12903CEBC84,62310.0,Nutbush City Limits,,3120273
271,ARTWWKF1187FB4F9AF,TRZMHMR128F9310D84,112408.0,Nutbush City Limits,,1173535
272,AR81AKH1187FB36436,TRDHYXV128F931F655,-1.0,Nutbush City Limits,,3014260
